#{"t_start": 1780462071.1563911, "env_id": "None"}
r,l,t
-51.461114,3,12540.979363
118.187298,183,12564.029488
-53.251751,1,12567.062888
211.475581,91,12579.969862
-52.304798,1,12582.960921
204.526373,129,12600.014236
-92.823331,50,12605.606468
-53.12727,1,12608.625074
-54.188202,1,12611.639275
-51.849312,1,12614.671788
259.863586,44,12622.393373
181.807231,130,12636.781822
-67.820908,6,12640.377446
13.355557,24,12645.936648
58.11395,118,12661.828189
-50.319237,11,12663.12
574.893664,152,12682.745628
-15.711538,39,12687.137383
-54.98854,18,12692.028577
-68.955313,15,12696.595099
-53.870911,1,12699.600604
-53.863617,1,12702.652492
429.340453,127,12719.514914
-22.603725,60,12726.164008
296.800553,99,12739.970483
188.890193,108,12751.899532
-51.335472,1,12754.938026
365.031229,107,12769.625336
506.374609,219,12793.704512
439.108595,250,12821.341385
252.309631,81,12830.336558
29.58385,38,12834.570009
181.112247,61,12844.169443
25.399252,72,12852.15874
403.072841,196,12876.628761
430.19563,250,12904.143408
-18.690241,20,12906.389635
-53.303036,1,12909.405383
-53.731838,1,12912.464431
-105.188684,24,12918.026756
