#{"t_start": 1780352783.8458261, "env_id": "None"}
r,l,t
-50.001282,1,4141.574295
-51.938396,1,4144.605525
-45.443089,15,4149.184399
-50.444626,1,4152.218831
-52.069393,1,4155.271609
-51.584072,1,4158.315655
-52.034607,1,4161.337205
-49.859631,1,4164.337865
-51.78194,1,4167.389305
-52.835098,1,4170.445962
-52.459049,1,4173.476918
-53.614075,1,4176.515371
-53.990032,1,4179.542678
-53.100651,1,4182.588357
-63.505078,7,4186.308114
-423.239272,169,4207.922497
-67.715117,13,4212.27631
-52.455065,13,4216.637139
-52.048695,1,4219.666323
-52.153122,1,4222.69451
-29.361993,23,4228.157631
-81.436268,22,4233.513439
-76.392437,24,4239.115067
-51.744034,1,4242.165228
-53.654961,1,4245.201464
-195.131336,194,4269.688432
-118.894132,169,4291.426504
-54.127186,1,4294.466194
-54.233414,1,4297.505099
-44.627388,140,4316.054515
268.053057,201,4341.276699
-45.377674,48,4349.539337
555.342105,248,4379.962021
74.000916,99,4390.994844
236.563865,250,4418.791018
-15.416223,18,4420.857484
-19.211445,122,4437.292967
-53.238266,1,4440.322269
-57.903278,8,4444.114354
99.002394,152,4463.917173
-54.074562,1,4466.936652
-53.496613,1,4469.972897
196.881424,1,4473.008878
-59.43726,250,4500.961105
-127.964871,234,4526.960015
-49.741447,1,4530.003918
-52.706833,1,4533.025114
-32.146564,22,4538.403003
181.997888,109,4553.454965
268.547674,250,4581.286795
-107.109284,17,4583.265132
-53.368923,1,4586.273673
76.574772,250,4616.996866
117.149065,55,4623.167033
199.675718,61,4630.004168
-111.424898,140,4645.546454
-25.575723,159,4666.017145
-51.651451,1,4669.046697
-85.768584,8,4672.872463
49.434341,190,4696.851569
-51.713326,1,4699.87096
-51.082302,1,4702.882749
-53.774803,1,4705.9283
-53.034084,1,4708.927336
-78.425638,35,4715.765896
-50.924686,1,4718.788662
-51.291328,1,4721.800369
282.031222,191,4745.939446
-95.797353,19,4748.087077
19.750684,151,4767.725566
-51.890232,1,4770.775987
-49.462814,1,4773.796599
-16.298415,76,4785.162339
317.400591,189,4809.056829
-77.604999,7,4809.899724
-26.809814,117,4825.798726
-52.878994,1,4828.841276
-224.13562,80,4840.647725
-63.409014,4,4844.041251
-12.257071,33,4850.611572
436.978827,216,4877.58845
-2.613373,42,4882.333028
-50.521343,1,4885.375269
-49.765995,1,4888.393088
273.338194,103,4902.791266
183.2315,175,4922.20965
-63.9726,5,4922.824107
-33.709051,157,4943.181905
83.995479,178,4965.84512
-105.741896,46,4973.865559
-54.04147,1,4976.896885
-121.788324,48,4985.163419
-54.249561,1,4988.187171
-53.879196,1,4991.215567
-52.433712,1,4994.221886
-53.997517,1,4997.255266
-110.080319,112,5012.634648
-54.188847,1,5015.670764
-106.573611,18,5020.610985
-94.473746,12,5024.883817
221.91374,80,5036.690528
-81.821926,77,5045.367586
-37.342454,40,5052.746831
379.249125,250,5083.539131
-7.079497,137,5098.79847
-49.712196,1,5101.856996
-50.049663,4,5105.219609
-50.578968,1,5108.267782
-69.784816,88,5120.916026
-60.95898,8,5124.744771
-88.093172,21,5129.972394
-53.096149,1,5133.012628
-58.126841,3,5136.265266
66.595622,96,5149.850729
-51.251122,1,5152.872917
316.984682,147,5172.119162
-108.474698,21,5174.526915
-134.151653,77,5186.015604
-48.721153,81,5197.940164
-47.555651,66,5208.188905
-54.999162,14,5212.65028
-53.2388,1,5215.687118
-54.315865,1,5218.722113
-79.725652,15,5223.309556
-54.277626,1,5226.32301
-50.283657,1,5229.337663
-49.656219,1,5232.404759
-456.85944,126,5249.276742
-48.797392,3,5252.515162
143.033709,106,5267.177025
-50.927658,1,5270.19833
-52.408764,1,5273.221229
-78.372308,7,5276.885524
-51.379929,1,5279.903715
-82.362124,12,5284.150507
-89.709695,51,5292.72668
-51.326374,1,5295.778483
-51.07164,1,5298.794329
-50.430195,1,5301.787952
-52.612129,1,5304.809083
-47.419514,1,5307.842475
-52.903267,1,5310.872575
-50.260288,1,5313.9235
-50.120956,1,5316.957169
-52.766869,1,5320.002242
-52.225101,1,5323.032657
-52.870888,1,5326.081182
-53.997692,1,5329.108796
-49.921795,1,5332.118465
-53.996353,1,5335.147756
-49.689823,1,5338.177707
-51.53487,1,5341.238389
249.344218,164,5362.412082
-53.264168,1,5365.436096
-52.321598,1,5368.46612
151.575699,99,5382.41886
-52.547829,1,5385.431791
28.851799,105,5399.967302
-50.086823,1,5403.025311
156.567302,125,5419.807465
-50.157227,1,5422.840097
-47.496929,20,5427.965864
110.048877,124,5444.685599
48.93253,116,5460.429391
341.197076,145,5479.409927
-87.475533,24,5482.138896
140.086536,118,5498.179241
215.539236,119,5511.467933
-70.446534,24,5517.031794
200.210671,195,5541.540265
-51.977741,1,5544.559086
-30.226766,10,5548.58005
140.428853,151,5568.354211
-106.490692,15,5572.918551
-75.292658,6,5576.498986
173.278029,206,5602.293491
-49.866772,8,5606.091265
-54.301163,1,5609.111644
-52.532673,1,5612.171566
-54.084782,1,5615.201494
-52.6576,1,5618.232861
-49.883217,1,5621.244756
-573.944799,250,5652.036466
-84.66438,24,5654.822819
-53.216503,1,5657.857475
-65.967556,8,5661.656961
-54.154083,1,5664.663213
-50.464268,1,5667.682614
-56.083233,24,5673.278285
-51.192383,1,5676.319704
-49.553925,1,5679.316915
-5.003347,34,5686.039688
-50.413254,1,5689.067684
-45.462784,14,5693.528564
-52.51305,1,5696.543702
-52.422207,1,5699.58722
-51.693924,1,5702.648541
-49.708019,1,5705.662327
-51.454174,1,5708.686445
-48.042128,4,5712.053391
-50.229908,1,5715.093268
52.006581,155,5735.459658
-57.496057,3,5738.730315
-49.941723,1,5741.788396
-51.598465,1,5744.8232
-92.859616,25,5750.558151
-765.321565,250,5781.356329
-58.18078,42,5786.101966
-54.311787,1,5789.148204
-59.915212,8,5792.962215
-10.747244,43,5800.710945
-94.706293,22,5806.079209
-50.276115,1,5809.125167
-37.782113,8,5812.947424
-5.96627,29,5819.099608
-50.306549,1,5822.125355
-53.652794,1,5825.148618
-52.54689,1,5828.15459
-52.541847,1,5831.192177
-54.520908,1,5834.247838
-53.850826,1,5837.272918
-51.810368,1,5840.291654
-53.573681,1,5843.358818
-71.563849,22,5848.750318
-79.418208,25,5854.484376
-51.904877,1,5857.514693
-57.161414,2,5860.657617
-51.301548,1,5863.708245
-52.775265,1,5866.770864
-51.91885,1,5869.822622
-35.296397,15,5874.457316
-50.134525,1,5877.479712
-54.474182,1,5880.505382
-50.80035,1,5883.544626
-41.010325,36,5890.484169
-52.229912,1,5893.511073
-54.704308,1,5896.533492
